,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
10270,COP(=O)(O)OP(=O)(O)OC,0,0,0,0,0,0,0,-1,-1,0,0
10271,CC(O)=NCCn1c(C)cc(C=O)c1C,0,0,0,0,0,0,1,0,0,0,0
10272,OC[C@H]1NCC[C@@H](O)[C@@H]1O,0,0,0,0,0,-1,0,0,0,0,0
10273,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)=O)=CCC32)C1,0,0,0,0,0,0,0,0,0,0,0
10274,CC(C)OC(=O)Cc1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
10275,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,0,-1,0,0,0,0,-1,0,0,0,0
10276,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S([NH3+])(=O)=O)c1,0,0,0,0,0,0,0,0,0,-1,0
10277,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,-1,0,0,0,0,0
10278,C[NH+]1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0,0,0,0,0,0,0,0,0,-1,0
10279,CCCO[C@H]1C[NH2+][C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(N=C(C)O)C2=O)C1,0,0,1,0,0,0,0,0,0,0,0
10280,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10281,Cn1nnc2c(C(N)=O)ncn2c1=O,-1,-1,0,1,1,-1,0,-1,-1,1,0
10282,CCn1cc2c3c(cc(C(O)=NC(Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc31)N(C)S(=O)(=O)CC2,0,0,1,0,0,0,0,0,0,0,0
10283,O=P(O)(O)O,0,0,0,0,0,0,0,0,0,0,-1
10284,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,0,0,0,0,0,0,1,0,0,0,0
10285,NC[C@@H](O)CC(=O)O,0,0,0,0,0,-1,0,0,0,0,0
10286,CC(C)=C/C(C)=N/Nc1nncc2ccccc12,0,1,0,0,0,0,0,0,0,0,0
10287,OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,0,0,0,0,0,-1,0,0,0,0,0
10288,CN(C)P(=O)(N(C)C)N(C)C,0,0,0,0,0,0,0,-1,-1,0,0
10289,NCCOS(=O)(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
10290,CC1(C)N=C(O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1,-1,0,-1,-1,-1,0,0,-1,-1,0
10291,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F,0,0,0,0,0,-1,0,0,0,0,0
10292,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)O)O2,0,0,0,0,0,-1,0,0,0,0,0
10293,CC(C)(C)N=C(O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4N=C(O)C=C[C@]4(C)[C@H]3CC[C@]12C,-1,-1,0,-1,0,-1,0,0,0,-1,0
10294,NCc1cc(O)no1,0,0,0,0,0,-1,0,0,0,0,0
10295,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,0,0,0,0,0,0,0,0,-1,0
10296,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0,0,0,0,1,0,0,-1,-1,0,0
10297,CC(N)(C(=O)O)c1ccc(-c2nn[nH]n2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10298,CC(C)[N+](C)(CCC(C(=N)[O-])(c1ccccc1)c1ccccc1)C(C)C.I,0,-1,0,0,0,-1,0,0,0,0,0
10299,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,0,0,0,0,0,-1,0,0,0,-1,0
10300,CC(C)(C)C1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1,0,0,0,0,0,-1,0,0,0,0,0
10301,C=CCOc1ccc(CC(=O)O)cc1Cl,1,-1,0,-1,0,-1,0,-1,-1,0,0
10302,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)c2cc(/C(C)=N/OCC(C)C)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1,0,0,-1,0,0,0,0,0,0,0,0
10303,COC(=O)C1C(C)=NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0,0,0,0,0,0,0,1,0,0,0
10304,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,0,0,0,0,0,0,1,0,0,0,0
10305,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1,0,0,-1,0,0,-1,0,0,-1,0
10306,Cc1cccc(N=c2cc(Cl)nc(SCC(=O)O)[nH]2)c1C,0,0,0,0,0,-1,0,0,-1,0,0
10307,COC(=O)[C@@H]1CCCN(S(C)(=O)=O)[C@@H]1C,0,0,0,0,0,0,0,0,0,0,-1
10308,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0,-1,0,0,0,-1,0,0,0,0,0
10309,Cc1c(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cccc1N(c1ccccc1)S(C)(=O)=O,0,0,1,0,0,0,0,0,0,0,0
10310,N=C(N)c1ccc(N2CCN(C3CCN(CC(=O)O)CC3)CC2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10311,CCN=C(O)[C@H]1O[C@@H](n2cnc3c(N)[nH]c(=NCCc4ccc(CCC(=O)O)cc4)nc32)[C@@H](O)[C@@H]1O,0,0,0,0,0,-1,0,0,0,0,0
10312,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,0,0,0,0,0,-1,1,0,0,0,0
10313,CCCn1[nH]nnc1=NC(=O)c1ccco1,0,0,0,0,0,0,0,0,0,0,-1
10314,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,0,0,0,0,0,0,0,1,0,0,0
10315,CC(C)NCCCC1(C(=[NH2+])O)c2ccccc2-c2ccccc21,0,0,0,0,0,0,0,0,0,-1,0
10316,CN=C(O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)C(O)C4O)c3n2)c1,0,0,0,0,0,-1,0,0,0,0,0
10317,NCCS,-1,0,0,1,1,0,0,-1,-1,0,0
10318,NCC(CC(=O)O)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10319,O=[N+]([O-])c1cccc2c[nH]nc12,0,0,0,0,0,-1,0,0,0,0,0
10320,C=CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,0,0,0,0,0,-1,0,0,0,0,0
10321,CCC[C@@H]1C(C(=O)OC(C)(C)C)=CN(CC(=O)OC(C)C)C=C1C(O)=N[C@@H](Cc1ccccc1)[C@H](O)CNc1cccc(OC)c1,0,0,-1,0,0,0,0,0,0,0,0
10322,COC(C[NH2+]Cc1ccccc1)CC(O)C(COc1cc(F)cc(F)c1)N=C(O)c1cc(C(O)=NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,0,-1,0,0,0,0,0,0,0,0
10323,CCCC(=O)OC(OC(=O)CCC)OC(=O)CCC,0,0,0,0,0,0,0,0,0,0,0
10324,[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,-1,0
10325,CCCC[n+]1ccccc1C,0,0,0,0,0,0,0,0,-1,0,0
10326,CC(=O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,1,-1,0,0
10327,CC(=O)OCC(O)=Nc1cc(C#N)cc(N=C(O)COC(C)=O)c1Cl,0,0,0,0,0,0,0,-1,-1,0,0
10328,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.Cl,0,0,0,0,0,-1,0,0,0,0,0
10329,Nc1nc[nH]c2ncnc1-2,0,0,0,0,0,-1,0,-1,-1,0,0
10330,CN1C(=N)NC(c2cccc(-c3cccnc3)c2)(c2ccc3c(c2)OCO3)C1=O,0,0,-1,0,0,0,0,0,0,0,0
10331,OC(CN1CCN(c2cccc(Cl)c2)CC1)C(c1ccccc1)c1ccccc1,0,0,0,0,0,-1,0,0,0,0,0
10332,Cc1ccc(S(=O)(=O)N=c2[nH]c3ccccc3nc2Nc2ccc3nsnc3c2)cc1,0,0,0,0,0,-1,0,0,0,0,0
10333,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)[N-]c3ccccn3)cc2)ccc1[O-],0,0,0,0,0,0,0,0,0,-1,0
10334,FC(F)(F)c1ccc(Cl)c(Cl)c1,0,0,0,0,0,0,0,-1,-1,0,0
10335,CC(=O)[C@@]1(O)CCC2C3C[C@H](C)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,-1,0,0,0,0,0
10336,CCOC(=O)Oc1ccc(CCN=C(O)C(CCSC)N=C(C)O)cc1OC(=O)OCC,0,0,0,0,0,0,0,0,0,0,0
10337,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0,-1,0,0,0,0,0,0,0,0,0
10338,N=C(O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0,0,0,0,0,0,0,1,-1,0,0
10339,CCS(=O)(=O)N1CCC(C(=O)O)CC1,0,0,0,0,0,0,0,0,0,0,-1
10340,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,-1,0,0,1,0,0,0,0,-1,0,0
10341,CCCC(Cc1ccccc1)N1CCCC1,0,0,0,0,0,0,1,0,0,0,0
10342,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O.O.O.O,0,0,0,0,0,0,-1,0,0,0,0
10343,Cc1onc(-c2ccccc2)c1C([O-])=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12.[Na+],0,-1,0,0,0,-1,0,0,0,0,0
10344,COC[C@H](N=C(O)c1cnc(C)s1)C(O)=N[C@@H](COC)C(O)=N[C@@H](Cc1ccccc1)C(=O)C1(C)CO1,0,0,0,0,0,-1,0,0,0,0,0
10345,C1CCCNCC1,0,0,0,0,0,0,0,-1,-1,0,0
10346,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,0,0,0,0,0,0,1,0,0,0,0
10347,CC(C)(O)c1ccc(C(C)(C)O)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10348,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-].Cl,0,0,0,0,0,-1,0,0,0,0,0
10349,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21.[Br-],0,0,0,0,0,-1,0,0,0,0,0
10350,COc1ccc(N(C)C)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,-1,0,0,-1,0,0,0,0,0,0,0
10351,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1,0,0,0,0,0,-1,0,0,0,0,0
10352,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0,-1,0,0,0,0,1,0,0,-1,0
10353,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,0,0,0,0,0,-1,0,0,0,0,0
10354,Cc1cc(=O)oc2cc(OC3SCC(O)C(O)C3O)ccc12,0,0,0,0,0,0,0,0,0,0,0
10355,CC=CC=CC(=O)O,0,0,0,0,0,-1,0,-1,-1,0,0
10356,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0,0,0,0,0,0,0,1,0,0,0
10357,O=C([O-])CCC(=O)OC[C@@H](N=C(O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1.[Na+],0,0,0,0,0,-1,0,0,0,0,0
10358,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0,0,0,0,0,-1,1,-1,0,0
10359,Nc1ccc(N=C(O)c2ccc(N)cc2)cc1,0,0,0,0,0,0,0,1,-1,0,0
10360,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0,-1,0,0,0,-1,0,0,0,0,0
10361,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(=N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,0,-1,0,0,0,0,0,0,0,0,0
10362,OC1CCCCCCCCCCC1,0,0,0,0,0,0,0,1,-1,0,0
10363,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,0,0,0,0,0,-1,1,-1,-1,0,0
10364,Cc1cc(C)cc(C(O)=NOCCCCCC(O)=NO)c1,0,0,0,0,0,-1,0,0,0,0,0
10365,O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,-1,0,0
10366,COc1ccc2c(OC3C[C@H]4C(=O)N(C)CCCC/C=C\[C@@H]5CC5(C(O)=NS(=O)(=O)C5CC5)N=C(O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,0,0,0,0,-1,0,0,0,0,0,0
10367,CC(C)(C)c1cccc(CNC2CS(=O)(=O)CC(Cc3ccc([NH3+])c(Br)c3)C2O)c1,0,0,-1,0,0,0,0,0,0,0,0
10368,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,0,0,0,0,0,0,0,0,-1,0,0
10369,CCCCCCCC/C=C/C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
10370,CCN(CC)CCN=C(O)COc1ccc(OC)cc1.Cl,0,-1,0,0,0,-1,1,0,0,0,0
10371,CN(C)C(=O)Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10372,N=C(O)c1ccccc1C(=N)O,0,0,0,0,0,0,0,0,-1,0,0
10373,C=CC(C)(CCC=C(C)C)OC(=O)CC,0,0,0,0,0,0,0,-1,-1,0,0
10374,Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12,0,0,0,0,0,-1,0,0,0,0,0
10375,CCOc1cc(CC(O)=NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0,0,0,0,-1,0,0,-1,-1,0,0
10376,COc1cccc([C@@H]2CCOC[C@@H]2N)c1,0,0,0,0,0,0,0,0,0,0,-1
10377,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,0,0,0,0,0,-1,0,0,0,0,0
10378,CC1CN1P(=O)(N1CC1C)N1CC1C,0,0,0,0,0,0,0,-1,-1,0,0
10379,CCCCCCOC(=O)CC,0,0,0,0,0,0,0,-1,-1,0,0
10380,O=S1OCCO1,0,0,0,0,0,0,0,-1,-1,0,0
10381,CNCCC(Oc1ccccc1OC)c1ccccc1.Cl,0,-1,0,0,0,-1,0,0,0,0,0
10382,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(O)=NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,0,0,0,0,0,-1,0,0,0,0,0
10383,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],0,-1,0,0,0,0,0,0,0,0,0
10384,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0,0,0,0,0,0,0,1,0,-1,0
10385,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,0,0,0,0,0,-1,0,0,0,0,0
10386,CCC=CCCOC(C)OCC,0,0,0,0,0,0,0,-1,-1,0,0
10387,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,0,0,0,0,0,0,0,-1,-1,0,0
10388,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,0,0,0,0,0,-1,0,0,0,0,0
10389,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],0,0,0,0,0,-1,0,0,0,0,0
10390,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0,0,0,0,0,-1,1,1,-1,0,0
10391,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10392,N=C(O)CCCCC1CCSS1,0,0,0,0,0,-1,0,-1,-1,0,0
10393,COC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)N=C(O)[C@@H](N=C(O)OC)C(C)(C)C)C(C)(C)C,-1,0,0,1,1,0,0,0,0,1,0
10394,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCCCC1,0,0,0,0,0,-1,0,0,0,0,0
10395,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,0,0,0,0,0,-1,0,0,0,0,0
10396,CCC1(CCC(C)C)C(O)=NC(=O)N=C1O,0,0,0,0,0,0,1,-1,-1,0,0
10397,CN(C)Cc1cccc(N/C(=C2\C(O)=Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,0,0,0,0,0,-1,0,0,0,0,0
10398,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(=N)O)C(=O)[C@@H](N(C)C)C3C(O)C21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(=N)O)C(=O)[C@@H](N(C)C)C3C(O)C21.Cl.Cl.O,0,0,0,0,1,0,0,0,0,0,0
10399,c1ccc2nc(C3=NCCN3)cnc2c1,0,0,0,0,0,-1,0,0,0,0,0
10400,CCc1nc(C2CCCN2)no1,0,0,0,0,0,0,0,0,0,0,-1
10401,OCCCl,0,0,0,0,0,0,0,-1,-1,0,0
10402,c1ccc(N=NNc2ccccc2)cc1,0,0,0,0,0,0,0,1,-1,0,0
10403,CN=C(O)C[C@@H](N)C(O)=N[C@@H](C(O)=N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1,0,0,0,0,0,0,-1,0,0,0,0
10404,CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)NC(=N)c3c(F)cccc32)cc(C)c1=O,0,0,1,0,0,0,0,0,0,0,0
10405,COC(O)=N[C@H](C(O)=N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)N=C(O)[C@@H](N=C(O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,0,0,0,0,0,-1,0,0,0,0,0
10406,O=C1OC(=O)c2cccc3cccc1c23,0,0,0,0,0,0,0,1,-1,0,0
10407,CCN=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@@H]1CCC(O)=N1,0,0,0,0,0,0,0,0,0,-1,0
10408,CC(O)=NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,0,1,0,0,0,0
10409,Clc1cc(Cl)cc(Cl)c1,0,0,0,0,0,0,0,-1,-1,0,0
10410,Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,0,0,0,0,0,0,0,0,0,-1,0
10411,Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0,-1,0,0,0,0,0,0,0,0,0
10412,CCCCC1CCN(C(C)C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)C[NH2+]2)C1=O,0,0,1,0,0,0,0,0,0,0,0
10413,N=C(O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N21,0,0,0,0,0,-1,0,0,0,0,0
10414,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)n1,0,0,-1,0,0,0,0,0,0,0,0
10415,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,0,0,0,0,0,0,0,-1,-1,0,0
10416,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CCC4(C)[C@@]3(F)C(O)CC12C,0,0,0,0,0,0,1,0,0,0,0
10417,CN1C2CCC1CC(O)C2,0,0,0,0,0,0,0,-1,-1,0,0
10418,CC(CCO)CCCC(C)(C)O,0,0,0,0,0,0,0,0,-1,0,0
10419,CCCNC(C)C(O)=Nc1ccccc1C.Cl,0,-1,0,0,0,-1,0,0,0,0,0
10420,COC(=O)C12CCC(C)(C)CC1C1C(=O)C=C3C4(C)C=C(C#N)C(=O)C(C)(C)C4CCC3(C)C1(C)CC2,0,0,0,0,0,0,0,1,0,0,0
10421,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],0,-1,0,0,0,0,0,0,0,0,0
10422,CCCC(C)C1(CCSC)C(O)=NC(=S)N=C1O,0,0,0,0,0,0,1,0,0,0,0
10423,CN(C)N=Nc1[nH]cnc1C(N)=O,0,0,0,0,0,0,0,-1,-1,0,0
10424,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0,0,0,0,0,-1,0,0,0,0,0
10425,c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,0,0,0,0,0,0,0,0,0,0,-1
10426,CCOP(=S)(OCC)SCSCC,0,0,0,0,0,0,0,-1,-1,0,0
10427,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,0,0,0,0,0,0,0,-1,-1,0,0
10428,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,-1,-1,0,-1,0,-1,0,0,0,0,0
10429,CNC(C)c1cnn(C)c1,0,0,0,0,0,0,0,0,0,0,-1
10430,CC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCC[NH3+],0,0,0,0,0,0,0,0,0,-1,0
10431,CN(C)CCc1c[nH]c2cccc(O)c12,0,0,0,0,0,0,0,-1,-1,0,0
10432,CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,0,0,0,0,0,0,1,0,0,0,0
10433,COC1CC(OC2CC(C3OC(C)(O)C(C)CC3C)OC2C2(C)CCC(C3(C)CCC4(CC(O)C(C)C(C(C)C5OC(O)(CC(=O)O)C(C)C(OC)C5OC)O4)O3)O2)OC(C)C1OC,0,0,0,0,0,0,0,1,1,0,0
10434,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,0,-1,0,0,0,-1,0,0,0,0,0
10435,O=C(O)c1cc(Cl)cc(Cl)c1,0,0,0,0,0,0,0,-1,-1,0,0
10436,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,0,0,0,0,0,0,1,0,0,0,0
10437,CCn1cnc2c(N3CCCC3=O)cc(C(O)=NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21,0,0,1,0,0,0,0,0,0,0,0
10438,N=C1NC2(c3cccc(-c4cccnc4F)c3)CCCCC2O1,0,0,-1,0,0,0,0,0,0,0,0
10439,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0,0,0,0,0,0,0,1,0,0,0
10440,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N=C([O-])CSc3ccncc3)[C@H]2SC1,0,0,0,0,0,0,0,0,0,-1,0
10441,N=C(O)NO,1,0,0,-1,1,-1,1,-1,-1,-1,0
10442,O=C(O)CCc1cc(I)c(Oc2ccc(O)cc2)c(I)c1,0,0,0,0,0,-1,0,0,0,0,0
10443,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,0,0,0,0,0,-1,0,0,0,0,0
10444,CCOC(=O)Cc1cccc2ccccc12,0,0,0,0,0,0,0,0,-1,0,0
10445,NCCCCCCN,0,0,0,0,0,0,0,-1,-1,0,0
10446,CCN(C=O)CC,0,0,0,0,0,0,0,-1,-1,0,0
10447,CCCCCCCCCCCCn1cc[n+](C)c1,0,0,0,0,0,0,0,0,0,0,0
10448,Nc1ccc(Cl)cc1N,0,0,0,0,0,0,0,1,0,0,0
10449,CCCC(C)C1(CC)C(O)=NC(=S)N=C1O,0,0,0,0,0,-1,-1,-1,-1,-1,0
10450,CN(C(=O)Cc1ccccc1N)[C@@H](CN1CC[C@@H](O)C1)c1ccccc1,0,0,0,0,0,0,-1,0,0,0,0
10451,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,0,0,0,0,0,-1,0,0,0,0,0
10452,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0,0,0,0,0,-1,0,0,0,-1,0
10453,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0,0,0,0,0,0,0,-1,-1,0,0
10454,N=C(O)CN1C[C@H](O)CC1=O,0,0,0,0,0,-1,0,0,0,0,0
